,Unnamed: 0,school,rank,school_score,public,name,role,male,title,tenure_track,pred,semester_scraped
2998,2998,wisconsin,13,4.0,1,Liquan Ma,phd,,,,1.0,Fall 2022
2999,2999,wisconsin,13,4.0,1,Francisco Mandujano,phd,,,,1.0,Fall 2022
3000,3000,wisconsin,13,4.0,1,Xinran Miao,phd,,,,0.0,Fall 2022
3001,3001,wisconsin,13,4.0,1,Steven Moen,phd,,,,1.0,Fall 2022
3002,3002,wisconsin,13,4.0,1,Yuqin Mu,phd,,,,0.0,Fall 2022
3003,3003,wisconsin,13,4.0,1,Jurijs Nazarovs,phd,,,,1.0,Fall 2022
3004,3004,wisconsin,13,4.0,1,Paul-Hieu Nguyen,phd,,,,None,Fall 2022
3005,3005,wisconsin,13,4.0,1,Gina Oh,phd,,,,0.0,Fall 2022
3006,3006,wisconsin,13,4.0,1,KwangMoon Park,phd,,,,1.0,Fall 2022
3007,3007,wisconsin,13,4.0,1,Kessys Peralta de Oliveira,phd,,,,None,Fall 2022
3008,3008,wisconsin,13,4.0,1,Nathaniel Pritchard,phd,,,,1.0,Fall 2022
3009,3009,wisconsin,13,4.0,1,Dibyendu Saha,phd,,,,1.0,Fall 2022
3010,3010,wisconsin,13,4.0,1,Joseph Salzer,phd,,,,1.0,Fall 2022
3011,3011,wisconsin,13,4.0,1,Yanbo Shen,phd,,,,1.0,Fall 2022
3012,3012,wisconsin,13,4.0,1,Zexuan Sun,phd,,,,0.0,Fall 2022
3013,3013,wisconsin,13,4.0,1,Roddy Taing,phd,,,,1.0,Fall 2022
3014,3014,wisconsin,13,4.0,1,Runshi Tang,phd,,,,None,Fall 2022
3015,3015,wisconsin,13,4.0,1,Hao Yang Teng,phd,,,,1.0,Fall 2022
3016,3016,wisconsin,13,4.0,1,Benjamin Teo,phd,,,,1.0,Fall 2022
3017,3017,wisconsin,13,4.0,1,Ralph Trane,phd,,,,1.0,Fall 2022
3018,3018,wisconsin,13,4.0,1,Margaret Turner,phd,,,,0.0,Fall 2022
3019,3019,wisconsin,13,4.0,1,Bethany Van Houten,phd,,,,0.0,Fall 2022
3020,3020,wisconsin,13,4.0,1,Christian Varner,phd,,,,1.0,Fall 2022
3021,3021,wisconsin,13,4.0,1,Jinyi Wang,phd,,,,1.0,Fall 2022
3022,3022,wisconsin,13,4.0,1,Siyu Wang,phd,,,,0.0,Fall 2022
3023,3023,wisconsin,13,4.0,1,Yongfeng Wu,phd,,,,1.0,Fall 2022
3024,3024,wisconsin,13,4.0,1,Haoran Xiong,phd,,,,1.0,Fall 2022
3025,3025,wisconsin,13,4.0,1,Jingcheng Xu,phd,,,,1.0,Fall 2022
3026,3026,wisconsin,13,4.0,1,Zhouyan Xu,phd,,,,0.0,Fall 2022
3027,3027,wisconsin,13,4.0,1,Hao Yan,phd,,,,1.0,Fall 2022
3028,3028,wisconsin,13,4.0,1,Shuchen Yan,phd,,,,0.0,Fall 2022
3029,3029,wisconsin,13,4.0,1,Congwei Yang,phd,,,,1.0,Fall 2022
3030,3030,wisconsin,13,4.0,1,Xinta Yang,phd,,,,1.0,Fall 2022
3031,3031,wisconsin,13,4.0,1,Kehui Yao,phd,,,,0.0,Fall 2022
3032,3032,wisconsin,13,4.0,1,Taiyu Ye,phd,,,,1.0,Fall 2022
3033,3033,wisconsin,13,4.0,1,Ryan Yee,phd,,,,1.0,Fall 2022
3034,3034,wisconsin,13,4.0,1,Peng Yu,phd,,,,1.0,Fall 2022
3035,3035,wisconsin,13,4.0,1,Young-Joo Yun,phd,,,,0.0,Fall 2022
3036,3036,wisconsin,13,4.0,1,Bowen Zhang,phd,,,,1.0,Fall 2022
3037,3037,wisconsin,13,4.0,1,Jitian Zhao,phd,,,,None,Fall 2022
3038,3038,wisconsin,13,4.0,1,Zhihao Zhao,phd,,,,1.0,Fall 2022
3039,3039,wisconsin,13,4.0,1,Boyan Zheng,phd,,,,1.0,Fall 2022
3040,3040,wisconsin,13,4.0,1,Chenghui Zheng,phd,,,,1.0,Fall 2022
3041,3041,wisconsin,13,4.0,1,Xiaobin Zhou,phd,,,,1.0,Fall 2022
3042,3042,wisconsin,13,4.0,1,Lingfeng Zhu,phd,,,,1.0,Fall 2022
3043,3043,yale,13,4.0,0,Awni Altabaa,phd,,,,1.0,Fall 2022
3044,3044,yale,13,4.0,0,Megan Ayers,phd,,,,0.0,Fall 2022
3045,3045,yale,13,4.0,0,Yihan Bao,phd,,,,0.0,Fall 2022
3046,3046,yale,13,4.0,0,Christian Bombara,phd,,,,1.0,Fall 2022
3047,3047,yale,13,4.0,0,Colleen Chan,phd,,,,0.0,Fall 2022
3048,3048,yale,13,4.0,0,Siyu Chen,phd,,,,0.0,Fall 2022
3049,3049,yale,13,4.0,0,Brandon Chow,phd,,,,1.0,Fall 2022
3050,3050,yale,13,4.0,0,Alexandra Djorno,phd,,,,0.0,Fall 2022
3051,3051,yale,13,4.0,0,Zehao Dou,phd,,,,1.0,Fall 2022
3052,3052,yale,13,4.0,0,Xinyang Hu,phd,,,,1.0,Fall 2022
3053,3053,yale,13,4.0,0,Vijay Keswani,phd,,,,1.0,Fall 2022
3054,3054,yale,13,4.0,0,Si Kai Lee,phd,,,,1.0,Fall 2022
3055,3055,yale,13,4.0,0,Jiyi Liu,phd,,,,0.0,Fall 2022
3056,3056,yale,13,4.0,0,Max Lovig,phd,,,,1.0,Fall 2022
3057,3057,yale,13,4.0,0,Renyuan Ma,phd,,,,1.0,Fall 2022
3058,3058,yale,13,4.0,0,Curtis McDonald,phd,,,,1.0,Fall 2022
3059,3059,yale,13,4.0,0,Yifei Min,phd,,,,1.0,Fall 2022
3060,3060,yale,13,4.0,0,Shinpei Nakamura Sakai,phd,,,,1.0,Fall 2022
3061,3061,yale,13,4.0,0,Yutong Nie,phd,,,,0.0,Fall 2022
3062,3062,yale,13,4.0,0,Ashley Oaks,phd,,,,0.0,Fall 2022
3063,3063,yale,13,4.0,0,Conor Sheehan,phd,,,,1.0,Fall 2022
3064,3064,yale,13,4.0,0,Heejune Sheen,phd,,,,0.0,Fall 2022
3065,3065,yale,13,4.0,0,Yitan Wang,phd,,,,1.0,Fall 2022
3066,3066,yale,13,4.0,0,Ruixiao Wang,phd,,,,0.0,Fall 2022
3067,3067,yale,13,4.0,0,Tianhao Wang,phd,,,,1.0,Fall 2022
3068,3068,yale,13,4.0,0,Timothy Wee,phd,,,,1.0,Fall 2022
3069,3069,yale,13,4.0,0,Gang Wen,phd,,,,1.0,Fall 2022
3070,3070,yale,13,4.0,0,Ruitu Xu,phd,,,,None,Fall 2022
3071,3071,yale,13,4.0,0,Zhehao Xu,phd,,,,1.0,Fall 2022
3072,3072,yale,13,4.0,0,Yutaro Yamada,phd,,,,1.0,Fall 2022
3073,3073,yale,13,4.0,0,Kaylee Yang,phd,,,,0.0,Fall 2022
3074,3074,yale,13,4.0,0,Xinyi Zhong,phd,,,,0.0,Fall 2022
3075,3075,fsu,30,3.3,1,Yang Chen,phd,,,,1.0,Fall 2022
3076,3076,fsu,30,3.3,1,Hwiyoung Lee,phd,,,,0.0,Fall 2022
3077,3077,fsu,30,3.3,1,Sida Liu,phd,,,,0.0,Fall 2022
3078,3078,fsu,30,3.3,1,Wright Shamp,phd,,,,1.0,Fall 2022
3079,3079,fsu,30,3.3,1,Chen Shen,phd,,,,1.0,Fall 2022
3080,3080,fsu,30,3.3,1,Chenran Wang,phd,,,,1.0,Fall 2022
3081,3081,fsu,30,3.3,1,Mingyuan Wang,phd,,,,1.0,Fall 2022
3082,3082,gw,41,3.0,0,Katie Adams,phd,,,,0.0,Fall 2022
3083,3083,gw,41,3.0,0,Norah Alkhnefr,phd,,,,0.0,Fall 2022
3084,3084,gw,41,3.0,0,Guannan Chen,phd,,,,0.0,Fall 2022
3085,3085,gw,41,3.0,0,Junyu Chen,phd,,,,1.0,Fall 2022
3086,3086,gw,41,3.0,0,Weixiao Dai,phd,,,,0.0,Fall 2022
3087,3087,gw,41,3.0,0,Sean Dalby,phd,,,,1.0,Fall 2022
3088,3088,gw,41,3.0,0,Wei Fu,phd,,,,1.0,Fall 2022
3089,3089,gw,41,3.0,0,Aisha Ghazwani,phd,,,,0.0,Fall 2022
3090,3090,gw,41,3.0,0,Muzhe Guo,phd,,,,None,Fall 2022
3091,3091,gw,41,3.0,0,Samuel Homan,phd,,,,1.0,Fall 2022
3092,3092,gw,41,3.0,0,Erin Kazemi,phd,,,,0.0,Fall 2022
3093,3093,gw,41,3.0,0,Gefei Lin,phd,,,,1.0,Fall 2022
3094,3094,gw,41,3.0,0,Jilei Lin,phd,,,,1.0,Fall 2022
3095,3095,gw,41,3.0,0,Zhuoxin Long,phd,,,,0.0,Fall 2022
3096,3096,gw,41,3.0,0,Renjie Luo,phd,,,,1.0,Fall 2022
3097,3097,gw,41,3.0,0,Navid Nezamabadi,phd,,,,1.0,Fall 2022
3098,3098,gw,41,3.0,0,Allen Ross,phd,,,,1.0,Fall 2022
3099,3099,gw,41,3.0,0,Hana Sagor,phd,,,,0.0,Fall 2022
3100,3100,gw,41,3.0,0,Lei Song,phd,,,,0.0,Fall 2022
3101,3101,gw,41,3.0,0,Han Su,phd,,,,1.0,Fall 2022
3102,3102,gw,41,3.0,0,Juntao Su,phd,,,,1.0,Fall 2022
3103,3103,gw,41,3.0,0,Vikki Sui,phd,,,,0.0,Fall 2022
3104,3104,gw,41,3.0,0,Jialu Wang,phd,,,,0.0,Fall 2022
3105,3105,gw,41,3.0,0,Yipeng Wei,phd,,,,1.0,Fall 2022
3106,3106,gw,41,3.0,0,Xia Yu,phd,,,,0.0,Fall 2022
3107,3107,gw,41,3.0,0,Zeyu Yang,phd,,,,1.0,Fall 2022
3108,3108,gw,41,3.0,0,Zhou Yang,phd,,,,1.0,Fall 2022
3109,3109,gw,41,3.0,0,Xiaoyan Yin,phd,,,,0.0,Fall 2022
3110,3110,gw,41,3.0,0,Jiaqian Yu,phd,,,,0.0,Fall 2022
3111,3111,gw,41,3.0,0,Guannan Zhai,phd,,,,0.0,Fall 2022
3112,3112,gw,41,3.0,0,Mingze Zhang,phd,,,,1.0,Fall 2022
3113,3113,gw,41,3.0,0,Yi Zhang,phd,,,,1.0,Fall 2022
3114,3114,gw,41,3.0,0,Yuhao Zhang,phd,,,,1.0,Fall 2022
3115,3115,gw,41,3.0,0,Fengyu Zhao,phd,,,,1.0,Fall 2022
3116,3116,gw,41,3.0,0,Xinyue Zhao,phd,,,,0.0,Fall 2022
3117,3117,gw,41,3.0,0,Kieran Zhou,phd,,,,1.0,Fall 2022
3118,3118,gw,41,3.0,0,Mengqiu Zhu,phd,,,,0.0,Fall 2022
3119,3119,kansas_state,66,2.3,1,Ramlah Albayyat,phd,,,,0.0,Fall 2022
3120,3120,kansas_state,66,2.3,1,Sanaa Alharbi,phd,,,,0.0,Fall 2022
3121,3121,kansas_state,66,2.3,1,Tahany Basir,phd,,,,0.0,Fall 2022
3122,3122,kansas_state,66,2.3,1,Rahasya Bharaniah,phd,,,,0.0,Fall 2022
3123,3123,kansas_state,66,2.3,1,Helena Dace,phd,,,,0.0,Fall 2022
3124,3124,kansas_state,66,2.3,1,Kingsley Darko,phd,,,,1.0,Fall 2022
3125,3125,kansas_state,66,2.3,1,Madhav Dhital,phd,,,,1.0,Fall 2022
3126,3126,kansas_state,66,2.3,1,Vishmi Dissanayake Pathiranage,phd,,,,0.0,Fall 2022
3127,3127,kansas_state,66,2.3,1,Quynh Do,phd,,,,0.0,Fall 2022
3128,3128,kansas_state,66,2.3,1,Kun Fan,phd,,,,1.0,Fall 2022
3129,3129,kansas_state,66,2.3,1,Sai Gadaeraju,phd,,,,1.0,Fall 2022
3130,3130,kansas_state,66,2.3,1,Natalie Grills,phd,,,,0.0,Fall 2022
3131,3131,kansas_state,66,2.3,1,Dustin Hayes,phd,,,,1.0,Fall 2022
3132,3132,kansas_state,66,2.3,1,Tianbo Huang,phd,,,,1.0,Fall 2022
3133,3133,kansas_state,66,2.3,1,Liying Jin,phd,,,,0.0,Fall 2022
3134,3134,kansas_state,66,2.3,1,Francis Jo,phd,,,,1.0,Fall 2022
3135,3135,kansas_state,66,2.3,1,Aidan Kerns,phd,,,,1.0,Fall 2022
3136,3136,kansas_state,66,2.3,1,Tae Joon Kim,phd,,,,1.0,Fall 2022
3137,3137,kansas_state,66,2.3,1,Emily Larson,phd,,,,0.0,Fall 2022
3138,3138,kansas_state,66,2.3,1,Xiaoxi Li,phd,,,,0.0,Fall 2022
3139,3139,kansas_state,66,2.3,1,Shuangshuang Liang,phd,,,,0.0,Fall 2022
3140,3140,kansas_state,66,2.3,1,Calvin (Rui) Liu,phd,,,,1.0,Fall 2022
3141,3141,kansas_state,66,2.3,1,Yuwen Liu,phd,,,,0.0,Fall 2022
3142,3142,kansas_state,66,2.3,1,Xi Lu,phd,,,,0.0,Fall 2022
3143,3143,kansas_state,66,2.3,1,Nick Mackay,phd,,,,1.0,Fall 2022
3144,3144,kansas_state,66,2.3,1,Ebene Mboumi,phd,,,,0.0,Fall 2022
3145,3145,kansas_state,66,2.3,1,Yoshi Nagaoka,phd,,,,1.0,Fall 2022
3146,3146,kansas_state,66,2.3,1,Justine Onnen,phd,,,,0.0,Fall 2022
3147,3147,kansas_state,66,2.3,1,Yolanda Panuco,phd,,,,0.0,Fall 2022
3148,3148,kansas_state,66,2.3,1,Allan Quadros,phd,,,,1.0,Fall 2022
3149,3149,kansas_state,66,2.3,1,Camille Rieber,phd,,,,0.0,Fall 2022
3150,3150,kansas_state,66,2.3,1,Crystal Rust,phd,,,,0.0,Fall 2022
3151,3151,kansas_state,66,2.3,1,Ethan Schubert,phd,,,,1.0,Fall 2022
3152,3152,kansas_state,66,2.3,1,Ryan Seidler,phd,,,,1.0,Fall 2022
3153,3153,kansas_state,66,2.3,1,Ahthiga Selvaratnam,phd,,,,None,Fall 2022
3154,3154,kansas_state,66,2.3,1,Xiaoxu Song,phd,,,,1.0,Fall 2022
3155,3155,kansas_state,66,2.3,1,Srijana Subedi,phd,,,,0.0,Fall 2022
3156,3156,kansas_state,66,2.3,1,Ruhania Tarannum,phd,,,,None,Fall 2022
3157,3157,kansas_state,66,2.3,1,Rigele Te,phd,,,,0.0,Fall 2022
3158,3158,kansas_state,66,2.3,1,Aaron Tipton,phd,,,,1.0,Fall 2022
3159,3159,kansas_state,66,2.3,1,Hui Wu,phd,,,,0.0,Fall 2022
3160,3160,kansas_state,66,2.3,1,Gongshun Yang,phd,,,,1.0,Fall 2022
3161,3161,kansas_state,66,2.3,1,Weiqiang Zhi,phd,,,,1.0,Fall 2022
3162,3162,virginia_tech,37,3.1,1,Eric Bae,phd,,,,1.0,Fall 2022
3163,3163,virginia_tech,37,3.1,1,Steven Barnett,phd,,,,1.0,Fall 2022
3164,3164,virginia_tech,37,3.1,1,Han Chen,phd,,,,1.0,Fall 2022
3165,3165,virginia_tech,37,3.1,1,Mengkun Chen,phd,,,,1.0,Fall 2022
3166,3166,virginia_tech,37,3.1,1,Yixin Chen,phd,,,,0.0,Fall 2022
3167,3167,virginia_tech,37,3.1,1,Youngjin Cho,phd,,,,1.0,Fall 2022
3168,3168,virginia_tech,37,3.1,1,Ryan Christianson,phd,,,,1.0,Fall 2022
3169,3169,virginia_tech,37,3.1,1,Andrew Cooper,phd,,,,1.0,Fall 2022
3170,3170,virginia_tech,37,3.1,1,Tsering Dolkar,phd,,,,1.0,Fall 2022
3171,3171,virginia_tech,37,3.1,1,Zhiyuan Du,phd,,,,1.0,Fall 2022
3172,3172,virginia_tech,37,3.1,1,David Edwards,phd,,,,1.0,Fall 2022
3173,3173,virginia_tech,37,3.1,1,Anna Flowers,phd,,,,0.0,Fall 2022
3174,3174,virginia_tech,37,3.1,1,Christopher Grubb,phd,,,,1.0,Fall 2022
3175,3175,virginia_tech,37,3.1,1,Qing Guo,phd,,,,0.0,Fall 2022
3176,3176,virginia_tech,37,3.1,1,Adeline Guthrie,phd,,,,0.0,Fall 2022
3177,3177,virginia_tech,37,3.1,1,Boyu Jiang,phd,,,,1.0,Fall 2022
3178,3178,virginia_tech,37,3.1,1,Phil Geun Jin,phd,,,,1.0,Fall 2022
3179,3179,virginia_tech,37,3.1,1,Mingang Kim,phd,,,,1.0,Fall 2022
3180,3180,virginia_tech,37,3.1,1,Jaeyoung Lee,phd,,,,1.0,Fall 2022
3181,3181,virginia_tech,37,3.1,1,Lina Lee,phd,,,,0.0,Fall 2022
3182,3182,virginia_tech,37,3.1,1,Jiayi Lian,phd,,,,0.0,Fall 2022
3183,3183,virginia_tech,37,3.1,1,Zhengzhi Lin,phd,,,,1.0,Fall 2022
3184,3184,virginia_tech,37,3.1,1,Xueying Liu,phd,,,,0.0,Fall 2022
3185,3185,virginia_tech,37,3.1,1,Jie Min,phd,,,,1.0,Fall 2022
3186,3186,virginia_tech,37,3.1,1,Parul Vijay Patil,phd,,,,0.0,Fall 2022
3187,3187,virginia_tech,37,3.1,1,Erica Porter,phd,,,,0.0,Fall 2022
3188,3188,virginia_tech,37,3.1,1,Chen Qian,phd,,,,1.0,Fall 2022
3189,3189,virginia_tech,37,3.1,1,Mohamed Salem,phd,,,,1.0,Fall 2022
3190,3190,virginia_tech,37,3.1,1,Annie Sauer,phd,,,,0.0,Fall 2022
3191,3191,virginia_tech,37,3.1,1,Liang Shi,phd,,,,1.0,Fall 2022
3192,3192,virginia_tech,37,3.1,1,Hwasoo Shin,phd,,,,1.0,Fall 2022
3193,3193,virginia_tech,37,3.1,1,Xinyi Song,phd,,,,0.0,Fall 2022
3194,3194,virginia_tech,37,3.1,1,Stephen Walsh,phd,,,,1.0,Fall 2022
3195,3195,virginia_tech,37,3.1,1,Jacob Williams,phd,,,,1.0,Fall 2022
3196,3196,virginia_tech,37,3.1,1,Kexin Xie,phd,,,,0.0,Fall 2022
3197,3197,virginia_tech,37,3.1,1,Jingbin Xu,phd,,,,1.0,Fall 2022
3198,3198,virginia_tech,37,3.1,1,Shuangshuang Xu,phd,,,,0.0,Fall 2022
3199,3199,virginia_tech,37,3.1,1,Youhui Ye,phd,,,,0.0,Fall 2022
3200,3200,virginia_tech,37,3.1,1,Young Ho Yun,phd,,,,1.0,Fall 2022
3201,3201,virginia_tech,37,3.1,1,Xinlei Zhang,phd,,,,1.0,Fall 2022
3202,3202,virginia_tech,37,3.1,1,Xiaofan Zhu,phd,,,,1.0,Fall 2022
3203,3203,georgia,35,3.2,1,Jiazhang Cai,phd,,,,1.0,Fall 2022
3204,3204,georgia,35,3.2,1,Jinyang Chen,phd,,,,1.0,Fall 2022
3205,3205,georgia,35,3.2,1,Yongkai Chen,phd,,,,1.0,Fall 2022
3206,3206,georgia,35,3.2,1,Cong Cheng,phd,,,,1.0,Fall 2022
3207,3207,georgia,35,3.2,1,Huimin Cheng,phd,,,,0.0,Fall 2022
3208,3208,georgia,35,3.2,1,Subham Das,phd,,,,1.0,Fall 2022
3209,3209,georgia,35,3.2,1,Shiyuan Deng,phd,,,,1.0,Fall 2022
3210,3210,georgia,35,3.2,1,Greg Ellison,phd,,,,1.0,Fall 2022
3211,3211,georgia,35,3.2,1,Wenting Fan,phd,,,,0.0,Fall 2022
3212,3212,georgia,35,3.2,1,Luyang Fang,phd,,,,1.0,Fall 2022
3213,3213,georgia,35,3.2,1,Kaiwen Han,phd,,,,1.0,Fall 2022
3214,3214,georgia,35,3.2,1,Huimin Hu,phd,,,,0.0,Fall 2022
3215,3215,georgia,35,3.2,1,Yasemin Inceoglu,phd,,,,0.0,Fall 2022
3216,3216,georgia,35,3.2,1,Jeevan Jankar,phd,,,,1.0,Fall 2022
3217,3217,georgia,35,3.2,1,Honghe Jin,phd,,,,1.0,Fall 2022
3218,3218,georgia,35,3.2,1,Binglin Li,phd,,,,1.0,Fall 2022
3219,3219,georgia,35,3.2,1,Jiacheng Li,phd,,,,1.0,Fall 2022
3220,3220,georgia,35,3.2,1,Xiaochuan Li,phd,,,,1.0,Fall 2022
3221,3221,georgia,35,3.2,1,Zhizhong Lin,phd,,,,1.0,Fall 2022
3222,3222,georgia,35,3.2,1,Haoran Lu,phd,,,,1.0,Fall 2022
3223,3223,georgia,35,3.2,1,Dan Luo,phd,,,,1.0,Fall 2022
3224,3224,georgia,35,3.2,1,Zhengbo Ma,phd,,,,1.0,Fall 2022
3225,3225,georgia,35,3.2,1,Ziyang Ma,phd,,,,1.0,Fall 2022
3226,3226,georgia,35,3.2,1,Hunter Miller,phd,,,,1.0,Fall 2022
3227,3227,georgia,35,3.2,1,Shengjie Min,phd,,,,1.0,Fall 2022
3228,3228,georgia,35,3.2,1,Hongju Park,phd,,,,1.0,Fall 2022
3229,3229,georgia,35,3.2,1,Joseph Powell,phd,,,,1.0,Fall 2022
3230,3230,georgia,35,3.2,1,Hyunseok Seung,phd,,,,1.0,Fall 2022
3231,3231,georgia,35,3.2,1,He Tang,phd,,,,1.0,Fall 2022
3232,3232,georgia,35,3.2,1,Hongzhi Wang,phd,,,,1.0,Fall 2022
3233,3233,georgia,35,3.2,1,Ye Wang,phd,,,,0.0,Fall 2022
3234,3234,georgia,35,3.2,1,Yu Wang,phd,,,,1.0,Fall 2022
3235,3235,georgia,35,3.2,1,Zhen Wang,phd,,,,1.0,Fall 2022
3236,3236,georgia,35,3.2,1,Fei Wen,phd,,,,1.0,Fall 2022
3237,3237,georgia,35,3.2,1,Shushan Wu,phd,,,,0.0,Fall 2022
3238,3238,georgia,35,3.2,1,Di Xiao,phd,,,,1.0,Fall 2022
3239,3239,georgia,35,3.2,1,Beibei Xu,phd,,,,0.0,Fall 2022
3240,3240,georgia,35,3.2,1,Jianing Xu,phd,,,,1.0,Fall 2022
3241,3241,georgia,35,3.2,1,Jialin Yang,phd,,,,0.0,Fall 2022
3242,3242,georgia,35,3.2,1,Mengyun Yu,phd,,,,1.0,Fall 2022
3243,3243,georgia,35,3.2,1,Duna Zhan,phd,,,,0.0,Fall 2022
3244,3244,georgia,35,3.2,1,Mengrui Zhang,phd,,,,0.0,Fall 2022
3245,3245,georgia,35,3.2,1,Mingshu Zhang,phd,,,,0.0,Fall 2022
3246,3246,georgia,35,3.2,1,Tianyi Zhang,phd,,,,1.0,Fall 2022
3247,3247,smu,54,2.6,0,Hunter Schuler,phd,1.0,,,1.0,Fall 2022
3248,3248,smu,54,2.6,0,Li Yuan,phd,1.0,,,0.0,Fall 2022
3249,3249,smu,54,2.6,0,Duleepa Sembukutti Liyanage,phd,1.0,,,1.0,Fall 2022
3250,3250,smu,54,2.6,0,Yu-Hyeon Jang,phd,1.0,,,0.0,Fall 2022
3251,3251,smu,54,2.6,0,Timothy Stubblefield,phd,1.0,,,1.0,Fall 2022
3252,3252,smu,54,2.6,0,Kaiwen (Kevin) Wang,phd,1.0,,,1.0,Fall 2022
3253,3253,smu,54,2.6,0,Yifei Wang,phd,1.0,,,1.0,Fall 2022
3254,3254,smu,54,2.6,0,Yifei Wang,phd,1.0,,,1.0,Fall 2022
3255,3255,smu,54,2.6,0,Zichang Xiang,phd,0.0,,,1.0,Fall 2022
3256,3256,smu,54,2.6,0,Jingwen Yan,phd,0.0,,,0.0,Fall 2022
3257,3257,smu,54,2.6,0,Yaofang Hu,phd,0.0,,,1.0,Fall 2022
3258,3258,smu,54,2.6,0,Zeyu Lu,phd,1.0,,,1.0,Fall 2022
3259,3259,smu,54,2.6,0,Zifang,phd,0.0,,,0.0,Fall 2022
3260,3260,smu,54,2.6,0,Yifan Lu,phd,1.0,,,1.0,Fall 2022
3261,3261,smu,54,2.6,0,Chenyu (Devon) Yang,phd,1.0,,,1.0,Fall 2022
3262,3262,smu,54,2.6,0,Ming Zhang,phd,1.0,,,1.0,Fall 2022
3263,3263,smu,54,2.6,0,Duwani Katumullage,phd,0.0,,,None,Fall 2022
3264,3264,smu,54,2.6,0,Jackson Barth,phd,1.0,,,1.0,Fall 2022
3265,3265,smu,54,2.6,0,Jinyu Du,phd,0.0,,,0.0,Fall 2022
3266,3266,smu,54,2.6,0,Bianca Luedeker,phd,0.0,,,0.0,Fall 2022
3267,3267,smu,54,2.6,0,Louis Vazquez,phd,1.0,,,1.0,Fall 2022
3268,3268,smu,54,2.6,0,Yiqing (Lucy) Wang,phd,0.0,,,0.0,Fall 2022
3269,3269,smu,54,2.6,0,Jingjing Qu,phd,0.0,,,0.0,Fall 2022
3270,3270,ucr,44,2.9,1,Matthew Arthur,phd,,,,1.0,Fall 2022
3271,3271,ucr,44,2.9,1,Fangyi Cao,phd,,,,0.0,Fall 2022
3272,3272,ucr,44,2.9,1,Sichen Chen,phd,,,,1.0,Fall 2022
3273,3273,ucr,44,2.9,1,Christian Duenas,phd,,,,1.0,Fall 2022
3274,3274,ucr,44,2.9,1,Benjamin (Jeff) Ellis,phd,,,,1.0,Fall 2022
3275,3275,ucr,44,2.9,1,Shiwei Fu,phd,,,,1.0,Fall 2022
3276,3276,ucr,44,2.9,1,Xiao Gao,phd,,,,0.0,Fall 2022
3277,3277,ucr,44,2.9,1,Eric Hayes,phd,,,,1.0,Fall 2022
3278,3278,ucr,44,2.9,1,Ke Huang,phd,,,,1.0,Fall 2022
3279,3279,ucr,44,2.9,1,Queen Ikhelowa,phd,,,,0.0,Fall 2022
3280,3280,ucr,44,2.9,1,Shuang Jiang,phd,,,,0.0,Fall 2022
3281,3281,ucr,44,2.9,1,Nahee Kim,phd,,,,0.0,Fall 2022
3282,3282,ucr,44,2.9,1,Rebecca Kurtz-Garcia,phd,,,,0.0,Fall 2022
3283,3283,ucr,44,2.9,1,Jericho Lawson,phd,,,,1.0,Fall 2022
3284,3284,ucr,44,2.9,1,Namhwa Lee,phd,,,,1.0,Fall 2022
3285,3285,ucr,44,2.9,1,Tian Liang,phd,,,,1.0,Fall 2022
3286,3286,ucr,44,2.9,1,Ruihan Lu,phd,,,,1.0,Fall 2022
3287,3287,ucr,44,2.9,1,Bradley Lubich,phd,,,,1.0,Fall 2022
3288,3288,ucr,44,2.9,1,Rui Ma,phd,,,,1.0,Fall 2022
3289,3289,ucr,44,2.9,1,Evan Mason,phd,,,,1.0,Fall 2022
3290,3290,ucr,44,2.9,1,Yun Mo,phd,,,,0.0,Fall 2022
3291,3291,ucr,44,2.9,1,Yudi Mu,phd,,,,0.0,Fall 2022
3292,3292,ucr,44,2.9,1,Brian Neal,phd,,,,1.0,Fall 2022
3293,3293,ucr,44,2.9,1,Emily Ouyang,phd,,,,0.0,Fall 2022
3294,3294,ucr,44,2.9,1,Gokul Parakulam,phd,,,,1.0,Fall 2022
3295,3295,ucr,44,2.9,1,John Pleines,phd,,,,1.0,Fall 2022
3296,3296,ucr,44,2.9,1,Xin Shen,phd,,,,0.0,Fall 2022
3297,3297,ucr,44,2.9,1,Chin-Sheng Teng,phd,,,,1.0,Fall 2022
3298,3298,ucr,44,2.9,1,Ruotian Shi,phd,,,,1.0,Fall 2022
3299,3299,ucr,44,2.9,1,Brian Tran,phd,,,,1.0,Fall 2022
3300,3300,ucr,44,2.9,1,Noe Vidales,phd,,,,1.0,Fall 2022
3301,3301,ucr,44,2.9,1,Nir Voloshin,phd,,,,1.0,Fall 2022
3302,3302,ucr,44,2.9,1,Tianjian Yang,phd,,,,1.0,Fall 2022
3303,3303,ucr,44,2.9,1,Xunyang Ye,phd,,,,None,Fall 2022
3304,3304,ucsc,44,2.9,1,Antonio Aguirre Perez de Leon,phd,,,,1.0,Fall 2022
3305,3305,ucsc,44,2.9,1,Sanju Alam,phd,,,,1.0,Fall 2022
3306,3306,ucsc,44,2.9,1,Laura Baracaldo,phd,,,,0.0,Fall 2022
3307,3307,ucsc,44,2.9,1,Allan Brewer Cappellin,phd,,,,1.0,Fall 2022
3308,3308,ucsc,44,2.9,1,Seokjun Choi,phd,,,,1.0,Fall 2022
